order_placed_at_utc,order_category,item_count,actual_delivery_time_minutes,estimated_delivery_time_lower_minutes,estimated_delivery_time_upper_minutes,venue_location_h3_index,customer_location_h3_index,courier_supply_index,precipitation
2022-02-05T16:57:00.000000,Food delivery,2,85.21201619477625,15.0,25.0,881126d331fffff,881126d335fffff,1.64,0.0
2022-02-05T16:58:00.000000,Food delivery,2,45.676899939803704,35.0,45.0,881126d0a9fffff,881126d0a3fffff,1.65,0.0
2022-02-05T17:01:00.000000,Food delivery,4,69.66201619477624,30.0,40.0,881126d307fffff,881126d335fffff,1.64,0.2
2022-02-05T17:03:00.000000,Retail,3,78.66453170262862,40.0,50.0,881126d1c5fffff,881126d001fffff,1.62,0.2
2022-02-05T17:04:00.000000,Food delivery,2,83.71543284259212,25.0,35.0,881126d33dfffff,881126d33dfffff,1.6,0.2
2022-02-05T17:05:00.000000,Food delivery,2,80.0965456166719,50.0,60.0,881126d339fffff,881126d339fffff,1.57,0.2
2022-02-05T17:12:00.000000,Food delivery,3,85.93566994326905,40.0,50.0,881126d315fffff,881126d315fffff,1.53,0.2
2022-02-05T17:15:00.000000,Food delivery,2,24.285669943269063,10.0,15.0,881126d001fffff,881126d001fffff,1.53,0.2
2022-02-05T17:16:00.000000,Food delivery,3,90.55966925970944,25.0,35.0,881126d06dfffff,881126d317fffff,1.51,0.2
2022-02-05T17:19:00.000000,Food delivery,4,84.06482867397133,25.0,35.0,881126d06bfffff,881126d00dfffff,1.49,0.2
2022-02-05T17:23:00.000000,Food delivery,1,74.86059879065772,30.0,40.0,881126d32bfffff,881126d305fffff,1.49,0.2
2022-02-05T17:24:00.000000,Food delivery,1,116.15263412337231,40.0,50.0,881126d1ddfffff,881126d1d9fffff,1.5,0.2
2022-02-05T17:25:00.000000,Retail,3,49.694732339619065,20.0,30.0,881126d1c5fffff,881126d1c1fffff,1.56,0.2
2022-02-05T17:25:00.000000,Food delivery,2,52.83566994326906,25.0,35.0,881126d339fffff,881126d307fffff,1.53,0.2
2022-02-05T17:26:00.000000,Food delivery,2,69.79473233961906,25.0,35.0,881126d339fffff,881126d303fffff,1.56,0.2
2022-02-05T17:26:00.000000,Food delivery,1,92.46446930518152,45.0,55.0,881126d339fffff,881126d32bfffff,1.58,0.2
2022-02-05T17:27:00.000000,Food delivery,1,84.34876617589212,30.0,40.0,881126d301fffff,881126d305fffff,1.6,0.2
2022-02-05T17:28:00.000000,Food delivery,3,80.96519989413356,35.0,45.0,881126d069fffff,881126d06dfffff,1.61,0.2
2022-02-05T17:30:00.000000,Food delivery,1,102.74142144213432,35.0,45.0,881126d33dfffff,881126d307fffff,1.6,0.2
2022-02-05T17:31:00.000000,Food delivery,2,124.59853282643832,30.0,40.0,881126d229fffff,881126d221fffff,1.59,0.2
2022-02-05T17:35:00.000000,Food delivery,5,82.54628628873164,45.0,55.0,881126d1cdfffff,881126d011fffff,1.57,0.2
2022-02-05T17:37:00.000000,Food delivery,3,107.37566732060989,70.0,80.0,881126d33dfffff,881126d323fffff,1.55,0.2
2022-02-05T17:39:00.000000,Food delivery,5,64.0726557014763,25.0,35.0,881126d305fffff,881126d307fffff,1.54,0.2
2022-02-05T17:45:00.000000,Food delivery,4,65.08566994326905,20.0,30.0,881126d335fffff,881126d335fffff,1.53,0.2
2022-02-05T17:46:00.000000,Food delivery,1,66.0559890347763,10.0,20.0,881126d061fffff,881126d069fffff,1.54,0.2
2022-02-05T17:48:00.000000,Food delivery,3,53.35900065400989,40.0,50.0,881126d1c1fffff,881126d1c7fffff,1.55,0.2
2022-02-05T17:49:00.000000,Food delivery,2,70.97987895007189,15.0,25.0,881126d339fffff,881126d339fffff,,0.2
2022-02-05T17:52:00.000000,Retail,10,95.4985328264383,50.0,60.0,881126d1c5fffff,881126dad3fffff,1.59,0.2
2022-02-05T17:54:00.000000,Food delivery,3,102.71453170262863,50.0,60.0,881126d339fffff,881126d319fffff,1.62,0.2
2022-02-05T17:58:00.000000,Food delivery,2,77.68615066848085,35.0,45.0,881126d339fffff,881126d33dfffff,1.62,0.2
2022-02-05T18:00:00.000000,Food delivery,3,75.18012647326539,20.0,30.0,881126d061fffff,881126d061fffff,1.63,0.3
2022-02-05T18:00:00.000000,Food delivery,1,62.531198369328635,15.0,25.0,881126d33dfffff,881126d335fffff,1.62,0.3
2022-02-05T18:03:00.000000,Food delivery,2,55.07050929966182,45.0,55.0,881126d1c1fffff,881126d1c5fffff,1.62,0.3
2022-02-05T18:04:00.000000,Food delivery,1,12.148533227433564,5.0,10.0,881126d001fffff,881126d001fffff,1.61,0.3
2022-02-05T18:10:00.000000,Food delivery,2,80.41519989413356,35.0,45.0,881126d339fffff,881126d33dfffff,1.61,0.3
2022-02-05T18:13:00.000000,Food delivery,4,78.16031488570302,30.0,40.0,881126d06bfffff,881126d06bfffff,1.6,0.3
2022-02-05T18:17:00.000000,Food delivery,5,79.74786503602863,35.0,45.0,881126d331fffff,881126d323fffff,1.62,0.3
2022-02-05T18:23:00.000000,Food delivery,3,99.53119836932862,25.0,35.0,881126d331fffff,881126d333fffff,1.62,0.3
2022-02-05T18:30:00.000000,Food delivery,5,87.61345980656539,30.0,40.0,881126d0a9fffff,881126d1d3fffff,1.63,0.3
2022-02-05T18:36:00.000000,Food delivery,4,78.39225111862503,65.0,75.0,881126d1d5fffff,881126d009fffff,1.6,0.3
2022-02-05T18:38:00.000000,Food delivery,2,90.28791337990214,25.0,35.0,881126d307fffff,881126d315fffff,1.58,0.3
2022-02-05T18:41:00.000000,Food delivery,2,47.09654561667189,30.0,40.0,881126d307fffff,881126d307fffff,1.57,0.3
2022-02-05T18:46:00.000000,Food delivery,2,77.09846497678551,40.0,50.0,881126d06dfffff,881126d063fffff,1.57,0.3
2022-02-05T18:48:00.000000,Food delivery,1,71.06139900621906,30.0,40.0,881126d06bfffff,881126d313fffff,1.56,0.3
2022-02-05T18:58:00.000000,Food delivery,5,38.45900065400989,25.0,35.0,881126d06dfffff,881126d06dfffff,1.55,0.3
2022-02-05T19:00:00.000000,Retail,10,74.57226395033803,35.0,45.0,881126d307fffff,881126d333fffff,1.55,0.2
2022-02-05T19:05:00.000000,Food delivery,3,57.429878950071895,50.0,60.0,881126d31bfffff,881126d225fffff,1.57,0.2
2022-02-05T19:12:00.000000,Food delivery,3,68.19853282643831,30.0,40.0,881126d06bfffff,881126d061fffff,1.59,0.2
2022-02-05T19:13:00.000000,Food delivery,3,37.36519989413357,30.0,40.0,881126d06dfffff,881126d06dfffff,1.61,0.2
2022-02-05T19:16:00.000000,Food delivery,6,55.83119836932863,45.0,55.0,881126d06dfffff,881126d333fffff,1.62,0.2
2022-02-05T19:19:00.000000,Food delivery,2,65.85212216537485,40.0,50.0,881126d331fffff,881126d335fffff,1.63,0.2
2022-02-05T19:21:00.000000,Food delivery,1,71.71453170262863,35.0,45.0,881126d06bfffff,881126d061fffff,1.62,0.2
2022-02-05T19:22:00.000000,Food delivery,2,10.544875613866612,15.0,20.0,881126d33dfffff,881126d33dfffff,1.6,0.2
2022-02-05T19:23:00.000000,Food delivery,1,13.66957315654524,5.0,10.0,881126d06dfffff,881126d06dfffff,1.58,0.2
2022-02-05T19:29:00.000000,Food delivery,1,22.18186990725336,15.0,25.0,881126d1c1fffff,881126d1c5fffff,1.55,0.2
2022-02-05T19:37:00.000000,Food delivery,3,51.614683183798654,40.0,50.0,881126d063fffff,881126d003fffff,1.52,0.2
2022-02-05T19:38:00.000000,Food delivery,1,70.07060272645867,45.0,55.0,881126d06dfffff,881126d335fffff,1.5,0.2
2022-02-05T19:40:00.000000,Food delivery,2,53.448844206412375,40.0,50.0,881126d339fffff,881126d315fffff,1.47,0.2
2022-02-05T19:47:00.000000,Food delivery,2,39.08030965548025,30.0,40.0,881126d339fffff,881126d339fffff,1.45,0.2
2022-02-05T19:47:00.000000,Food delivery,2,74.80949397653653,55.0,65.0,881126d31bfffff,881126d32bfffff,1.45,0.2
2022-02-05T19:48:00.000000,Food delivery,1,35.46525114971776,30.0,40.0,881126d347fffff,881126d369fffff,1.44,0.2
2022-02-05T20:03:00.000000,Food delivery,4,41.60835240851258,25.0,35.0,881126d33dfffff,881126d307fffff,1.43,0.0
2022-02-05T20:04:00.000000,Food delivery,2,13.075019075212584,5.0,25.0,881126d06bfffff,881126d06bfffff,1.43,0.0
2022-02-05T20:21:00.000000,Food delivery,3,48.5364356195746,25.0,35.0,881126d331fffff,881126d335fffff,1.44,0.0
2022-02-05T20:24:00.000000,Food delivery,2,41.40666114572578,30.0,40.0,881126d339fffff,881126d311fffff,1.46,0.0
2022-02-05T20:38:00.000000,Food delivery,1,28.190213764194386,20.0,30.0,881126d339fffff,881126d323fffff,1.48,0.0
2022-02-05T20:47:00.000000,Food delivery,3,102.00393605975867,35.0,45.0,881126d259fffff,88089968b7fffff,1.5,0.0
2022-02-05T20:59:00.000000,Food delivery,3,29.247458877977312,15.0,25.0,881126d061fffff,881126d061fffff,1.49,0.0
2022-02-05T21:05:00.000000,Food delivery,2,29.38079221137731,25.0,35.0,881126d06dfffff,881126d06dfffff,,0.0
2022-02-05T21:11:00.000000,Food delivery,5,39.54745887797731,35.0,45.0,881126d0a7fffff,881126d0c9fffff,1.49,0.0
2022-02-05T21:16:00.000000,Food delivery,2,30.465510873012374,25.0,35.0,881126d31bfffff,881126d319fffff,1.47,0.0
2022-02-05T21:24:00.000000,Food delivery,3,35.523327812325775,45.0,55.0,881126d331fffff,881126d263fffff,1.46,0.0
2022-02-05T21:42:00.000000,Food delivery,8,30.641685741812584,40.0,50.0,881126d06dfffff,881126d029fffff,1.43,0.0
2022-02-05T22:13:00.000000,Food delivery,5,30.74168574181258,30.0,40.0,881126d06dfffff,881126d06dfffff,1.43,0.0
2022-02-05T22:16:00.000000,Food delivery,10,35.430309655480244,35.0,45.0,881126d2a1fffff,881126d2e1fffff,1.45,0.0
2022-02-05T22:18:00.000000,Food delivery,2,19.573327812325772,20.0,30.0,881126d339fffff,881126d339fffff,1.46,0.0
2022-02-05T22:46:00.000000,Food delivery,2,40.273327812325775,25.0,35.0,881126d06dfffff,881126d06bfffff,1.46,0.0
2022-02-06T07:03:00.000000,Food delivery,1,47.40966925970944,30.0,40.0,881126d061fffff,881126d065fffff,1.51,0.0
2022-02-06T07:15:00.000000,Food delivery,3,48.4226557014763,30.0,40.0,881126d339fffff,881126d33dfffff,1.54,0.0
2022-02-06T07:19:00.000000,Retail,9,22.029878950071893,25.0,35.0,881126d363fffff,881126d32bfffff,1.57,0.0
2022-02-06T07:31:00.000000,Food delivery,3,29.88119836932863,30.0,40.0,881126d345fffff,881126d369fffff,1.62,0.0
2022-02-06T07:48:00.000000,Food delivery,1,27.25317823089336,30.0,40.0,881126d06bfffff,881126d061fffff,1.68,0.0
2022-02-06T07:57:00.000000,Food delivery,1,27.424378765972357,25.0,35.0,881126d303fffff,881126d303fffff,1.72,0.0
2022-02-06T08:24:00.000000,Retail,5,16.87929619030121,15.0,25.0,881126d307fffff,881126d33dfffff,1.83,0.0
2022-02-06T08:29:00.000000,Retail,27,115.01101008670702,70.0,80.0,881126d221fffff,88089968bdfffff,1.85,0.0
2022-02-06T08:43:00.000000,Food delivery,1,13.668345458917361,10.0,20.0,881126d319fffff,881126d319fffff,1.88,0.0
2022-02-06T08:46:00.000000,Food delivery,11,36.03501212561736,35.0,45.0,881126d061fffff,881126d33dfffff,1.88,0.0
2022-02-06T09:01:00.000000,Food delivery,2,26.56834545891736,35.0,45.0,881126d06dfffff,881126d335fffff,1.88,0.0
2022-02-06T09:03:00.000000,Food delivery,2,37.02679936719484,20.0,30.0,881126d061fffff,881126d06bfffff,1.87,0.0
2022-02-06T09:04:00.000000,Food delivery,1,30.170068459435857,30.0,40.0,881126d045fffff,881126d317fffff,1.84,0.0
2022-02-06T09:11:00.000000,Food delivery,3,35.572010215119185,60.0,70.0,881126d191fffff,881126d057fffff,1.82,0.0
2022-02-06T09:22:00.000000,Food delivery,3,28.25783070953725,15.0,25.0,881126d301fffff,881126d347fffff,,0.0
2022-02-06T09:24:00.000000,Food delivery,6,51.3175702583561,35.0,45.0,881126d337fffff,881126d317fffff,1.79,0.0
2022-02-06T09:25:00.000000,Food delivery,1,24.6009035916561,35.0,45.0,881126d22dfffff,881126d049fffff,1.79,0.0
2022-02-06T09:32:00.000000,Retail,5,18.387289748334936,15.0,25.0,881126d363fffff,881126d32bfffff,1.77,0.0
2022-02-06T09:36:00.000000,Food delivery,1,15.20721553549654,25.0,35.0,881126d061fffff,881126d06dfffff,1.75,0.0
2022-02-06T09:36:00.000000,Food delivery,2,30.25721553549654,20.0,30.0,881126d339fffff,881126d33dfffff,1.75,0.0
2022-02-06T09:39:00.000000,Food delivery,1,19.884425467045965,20.0,30.0,881126d06bfffff,881126d043fffff,1.74,0.0
2022-02-06T09:39:00.000000,Food delivery,13,46.29054886879654,45.0,55.0,881126d067fffff,881126d069fffff,1.75,0.0
2022-02-06T09:41:00.000000,Food delivery,4,40.37388220209654,40.0,50.0,881126d339fffff,881126d061fffff,1.75,0.0
2022-02-06T09:49:00.000000,Food delivery,2,64.44054886879654,30.0,40.0,881126d201fffff,881126d23dfffff,1.75,0.0
2022-02-06T10:03:00.000000,Food delivery,4,39.03775288209453,20.0,30.0,881126d06dfffff,881126d333fffff,1.73,0.0
2022-02-06T10:04:00.000000,Food delivery,2,41.97437876597236,45.0,55.0,881126d043fffff,881126d06bfffff,1.72,0.0
2022-02-06T10:06:00.000000,Food delivery,2,37.49426860915545,45.0,55.0,881126d04dfffff,881126d267fffff,1.71,0.0
2022-02-06T10:11:00.000000,Food delivery,2,64.33651156429336,60.0,70.0,881126d04dfffff,881126d345fffff,1.68,0.0
2022-02-06T10:12:00.000000,Retail,13,19.99147716338177,10.0,20.0,881126d04dfffff,881126d045fffff,1.66,0.0
2022-02-06T10:13:00.000000,Food delivery,2,70.04679313986539,45.0,55.0,881126d311fffff,881126d061fffff,1.63,0.0
2022-02-06T10:14:00.000000,Food delivery,1,35.36519949303832,20.0,30.0,881126d301fffff,881126d32bfffff,1.59,0.0
2022-02-06T10:16:00.000000,Food delivery,1,36.087269393058676,20.0,25.0,881126d009fffff,881126d009fffff,1.5,0.0
2022-02-06T10:16:00.000000,Food delivery,2,38.8393223680763,30.0,40.0,881126d06dfffff,881126d06dfffff,1.54,0.0
2022-02-06T10:17:00.000000,Retail,1,28.156880430794388,40.0,50.0,881126d339fffff,881126d33dfffff,1.48,0.0
2022-02-06T10:21:00.000000,Food delivery,2,45.17937422111614,35.0,45.0,881126c22dfffff,881126c26dfffff,1.42,0.0
2022-02-06T10:21:00.000000,Food delivery,2,83.5531022862746,25.0,35.0,881126d04dfffff,881126d04dfffff,1.44,0.0
2022-02-06T10:25:00.000000,Food delivery,1,30.187114298914945,40.0,50.0,881126d2a1fffff,881126d2a7fffff,1.37,0.0
2022-02-06T10:26:00.000000,Food delivery,2,28.08574480452218,20.0,30.0,881126d06bfffff,881126d061fffff,1.36,0.0
2022-02-06T10:27:00.000000,Food delivery,3,66.78336996147553,60.0,70.0,881126d331fffff,881126d205fffff,1.35,0.0
2022-02-06T10:28:00.000000,Food delivery,4,76.28336996147553,55.0,65.0,881126d205fffff,881126d26bfffff,1.35,0.0
2022-02-06T10:30:00.000000,Food delivery,4,54.9255555074561,60.0,70.0,881126d331fffff,881126d067fffff,1.33,0.0
2022-02-06T10:30:00.000000,Food delivery,4,42.8255555074561,30.0,40.0,881126d06bfffff,881126d061fffff,1.33,0.0
2022-02-06T10:33:00.000000,Food delivery,9,42.82009362220767,40.0,50.0,881126d189fffff,881126d0adfffff,1.32,0.0
2022-02-06T10:42:00.000000,Retail,15,25.253426955507674,55.0,65.0,881126d331fffff,881126d335fffff,1.32,0.0
2022-02-06T10:57:00.000000,Food delivery,4,23.642222174056105,20.0,30.0,881126d061fffff,881126d061fffff,1.33,0.0
2022-02-06T10:57:00.000000,Food delivery,3,39.170093622207666,25.0,35.0,881126d331fffff,881126d333fffff,1.32,0.0
2022-02-06T11:04:00.000000,Retail,3,61.54664404664686,40.0,50.0,881126d331fffff,881126d33bfffff,1.34,0.0
2022-02-06T11:05:00.000000,Food delivery,1,69.45378096551495,35.0,45.0,881126d06dfffff,881126d06dfffff,1.37,0.0
2022-02-06T11:07:00.000000,Food delivery,1,63.40199389284096,40.0,50.0,881126d339fffff,881126d347fffff,1.4,0.0
2022-02-06T11:12:00.000000,Food delivery,1,50.696040887716144,30.0,40.0,881126d06bfffff,881126d063fffff,1.42,0.0
2022-02-06T11:13:00.000000,Food delivery,7,37.27501907521258,30.0,40.0,881126d0a9fffff,881126d0ebfffff,1.43,0.0
2022-02-06T11:15:00.000000,Food delivery,1,46.13030965548025,40.0,50.0,881126d06dfffff,881126d06bfffff,1.45,0.0
2022-02-06T11:15:00.000000,Food delivery,1,62.8364356195746,35.0,45.0,881126d331fffff,881126d339fffff,1.44,0.0
2022-02-06T11:16:00.000000,Retail,17,35.78999447902577,30.0,40.0,881126d04dfffff,881126d06bfffff,1.46,0.0
2022-02-06T11:17:00.000000,Food delivery,4,36.34021376419439,30.0,40.0,881126d061fffff,881126d06bfffff,1.48,0.0
2022-02-06T11:18:00.000000,Retail,16,53.72060272645868,20.0,30.0,881126d04dfffff,881126d069fffff,1.5,0.0
2022-02-06T11:24:00.000000,Food delivery,3,13.376335926309437,10.0,20.0,881126d1c1fffff,881126d1c1fffff,1.51,0.0
2022-02-06T11:26:00.000000,Food delivery,3,40.26468318379865,30.0,40.0,881126d339fffff,881126d305fffff,1.52,0.0
2022-02-06T11:31:00.000000,Food delivery,2,83.4226557014763,50.0,60.0,881126d013fffff,881126d0c5fffff,1.54,0.0
2022-02-06T11:32:00.000000,Food delivery,3,63.628065672919064,50.0,60.0,881126d04dfffff,881126d267fffff,1.56,0.0
2022-02-06T11:35:00.000000,Food delivery,6,33.511399006219065,40.0,50.0,881126d1d7fffff,881126d1d3fffff,1.56,0.0
2022-02-06T11:41:00.000000,Food delivery,2,76.4965456166719,40.0,50.0,881126d04dfffff,881126d233fffff,1.57,0.0
2022-02-06T11:43:00.000000,Retail,6,38.261399006219065,30.0,40.0,881126d06bfffff,881126d061fffff,1.56,0.0
2022-02-06T11:47:00.000000,Food delivery,3,65.7465456166719,30.0,40.0,881126d001fffff,881126d009fffff,1.57,0.0
2022-02-06T11:49:00.000000,Food delivery,2,36.77987895007189,10.0,20.0,881126d061fffff,881126d06dfffff,1.57,0.0
2022-02-06T11:50:00.000000,Food delivery,5,39.16139900621907,35.0,45.0,881126d307fffff,881126d335fffff,1.56,0.0
2022-02-06T11:51:00.000000,Retail,4,18.655989034776297,20.0,30.0,881126d307fffff,881126d339fffff,1.54,0.0
2022-02-06T11:58:00.000000,Food delivery,1,36.548016517198654,15.0,25.0,881126d06bfffff,881126d061fffff,1.52,0.0
2022-02-06T11:58:00.000000,Food delivery,1,50.8393223680763,20.0,30.0,881126d339fffff,881126d315fffff,1.54,0.0
2022-02-06T12:02:00.000000,Food delivery,6,91.5474588779773,60.0,70.0,881126d331fffff,881126d369fffff,1.49,0.0
2022-02-06T12:07:00.000000,Food delivery,2,69.06551087301237,40.0,50.0,881126d20dfffff,881126d21dfffff,1.47,0.0
2022-02-06T12:09:00.000000,Food delivery,6,37.125019075212585,20.0,30.0,881126d311fffff,881126d319fffff,1.43,0.0
2022-02-06T12:12:00.000000,Food delivery,1,49.49948275781617,45.0,55.0,881126d061fffff,881126d347fffff,1.41,0.0
2022-02-06T12:14:00.000000,Food delivery,1,86.03749167577928,50.0,60.0,881126d053fffff,881126d2a7fffff,1.38,0.0
2022-02-06T12:14:00.000000,Food delivery,3,49.47022434412692,40.0,50.0,881126d339fffff,881126d303fffff,1.39,0.0
2022-02-06T12:16:00.000000,Food delivery,2,44.319078137822174,45.0,55.0,881126d339fffff,881126d335fffff,1.36,0.0
2022-02-06T12:16:00.000000,Food delivery,1,41.32044763221494,30.0,40.0,881126d191fffff,881126d197fffff,1.37,0.0
2022-02-06T12:19:00.000000,Food delivery,2,43.7422221740561,35.0,45.0,881126d305fffff,881126d307fffff,1.33,0.0
2022-02-06T12:19:00.000000,Food delivery,1,42.14664404664686,25.0,35.0,881126d33dfffff,881126d32bfffff,1.34,0.0
2022-02-06T12:31:00.000000,Food delivery,4,60.79664404664686,55.0,65.0,881126d069fffff,881126d05bfffff,1.34,0.0
2022-02-06T12:31:00.000000,Food delivery,1,32.95003662807553,40.0,50.0,881126c249fffff,881126d097fffff,1.35,0.0
2022-02-06T12:40:00.000000,Food delivery,1,84.71670329477553,40.0,50.0,881126d307fffff,881126d04dfffff,1.35,0.0
2022-02-06T12:42:00.000000,Food delivery,3,38.669078137822176,20.0,30.0,881126d061fffff,881126d061fffff,1.36,0.0
2022-02-06T12:42:00.000000,Food delivery,1,108.01907813782218,45.0,55.0,881126d229fffff,881126d26bfffff,1.36,0.0
2022-02-06T12:42:00.000000,Retail,12,23.85355767742692,25.0,35.0,881126d1cbfffff,881126d1cbfffff,1.39,0.0
2022-02-06T12:43:00.000000,Food delivery,1,53.53281609121616,40.0,50.0,881126d331fffff,881126d069fffff,1.41,0.0
2022-02-06T12:46:00.000000,Food delivery,3,31.308352408512583,25.0,35.0,881126d339fffff,881126d307fffff,1.43,0.0
2022-02-06T12:47:00.000000,Retail,14,40.273327812325775,35.0,45.0,881126d04dfffff,881126d055fffff,1.46,0.0
2022-02-06T12:47:00.000000,Food delivery,4,40.5697689529746,25.0,35.0,881126d04dfffff,881126d227fffff,1.44,0.0
2022-02-06T12:49:00.000000,Food delivery,2,58.03217753971237,40.0,50.0,881126d331fffff,881126d303fffff,1.47,0.0
2022-02-06T12:50:00.000000,Food delivery,4,55.556880430794386,55.0,65.0,881126d331fffff,881126d305fffff,1.48,0.0
2022-02-06T12:58:00.000000,Food delivery,1,29.170602726458675,25.0,35.0,881126d345fffff,881126d34dfffff,1.5,0.0
2022-02-06T12:59:00.000000,Food delivery,3,62.32633592630944,35.0,45.0,881126d32bfffff,881126d369fffff,1.51,0.0
2022-02-06T13:00:00.000000,Food delivery,1,34.10900065400989,35.0,45.0,881126d305fffff,881126d323fffff,1.55,0.0
2022-02-06T13:04:00.000000,Food delivery,4,41.53186615973832,25.0,35.0,881126d0a9fffff,881126d0b5fffff,1.59,0.0
2022-02-06T13:08:00.000000,Food delivery,2,88.67868286137625,40.0,50.0,881126d267fffff,881126d22dfffff,1.64,0.0
2022-02-06T13:14:00.000000,Food delivery,2,55.31984489759336,40.0,50.0,881126d061fffff,881126d207fffff,1.68,0.0
2022-02-06T13:18:00.000000,Food delivery,1,100.18775288209453,25.0,35.0,881126d33dfffff,881126d339fffff,1.73,0.0
2022-02-06T13:21:00.000000,Food delivery,2,27.280568788582237,25.0,35.0,881126d06bfffff,881126d061fffff,1.76,0.0
2022-02-06T13:22:00.000000,Food delivery,3,42.66072896380769,40.0,50.0,881126d331fffff,881126d335fffff,1.78,0.0
2022-02-06T13:23:00.000000,Food delivery,2,34.50395641493493,35.0,45.0,881126d06dfffff,881126d06dfffff,1.77,0.0
2022-02-06T13:27:00.000000,Food delivery,3,56.02388220209654,50.0,60.0,881126d331fffff,881126d303fffff,1.75,0.0
2022-02-06T13:27:00.000000,Food delivery,1,35.90109213374596,35.0,45.0,881126d06dfffff,881126d061fffff,1.74,0.0
2022-02-06T13:28:00.000000,Food delivery,5,51.817758800445965,50.0,60.0,881126d067fffff,881126d01bfffff,1.74,0.0
2022-02-06T13:29:00.000000,Food delivery,5,33.171086215394524,25.0,35.0,881126d729fffff,881126d721fffff,1.73,0.0
2022-02-06T13:32:00.000000,Food delivery,4,50.18442546704596,20.0,30.0,881126d1cdfffff,881126d1cdfffff,1.74,0.0
2022-02-06T13:32:00.000000,Food delivery,2,86.10441954869452,35.0,45.0,881126d20dfffff,881126d263fffff,1.73,0.0
2022-02-06T13:33:00.000000,Food delivery,5,90.88651156429336,40.0,50.0,881126d22dfffff,881126d229fffff,1.68,0.0
2022-02-06T13:33:00.000000,Food delivery,3,22.76703590635049,50.0,60.0,881126d0cdfffff,881126d0c9fffff,1.69,0.0
2022-02-06T13:33:00.000000,Food delivery,2,28.977601942555445,20.0,30.0,881126d33dfffff,881126d339fffff,1.71,0.0
2022-02-06T13:33:00.000000,Food delivery,2,43.84426860915545,30.0,40.0,881126d1c1fffff,881126d115fffff,1.71,0.0
2022-02-06T13:36:00.000000,Food delivery,4,30.93911433410908,25.0,35.0,881126d305fffff,881126d363fffff,1.67,0.0
2022-02-06T13:40:00.000000,Food delivery,1,27.88911433410908,15.0,25.0,881126d1c1fffff,881126d1c1fffff,1.67,0.0
2022-02-06T13:42:00.000000,Food delivery,3,29.769844897593362,25.0,35.0,881126d06bfffff,881126d061fffff,1.68,0.0
2022-02-06T13:44:00.000000,Retail,17,51.98370257295049,50.0,60.0,881126d1c5fffff,881126d0a1fffff,1.69,0.0
2022-02-06T13:47:00.000000,Food delivery,1,31.11703590635049,30.0,40.0,881126d339fffff,881126d333fffff,1.69,0.0
2022-02-06T13:47:00.000000,Food delivery,6,47.88072131504421,40.0,50.0,881126d1ddfffff,881126d0a5fffff,1.7,0.0
2022-02-06T13:47:00.000000,Retail,13,34.660935275855444,30.0,40.0,881126d06dfffff,881126d333fffff,1.71,0.0
2022-02-06T13:47:00.000000,Food delivery,1,30.627601942555447,30.0,40.0,881126d33dfffff,881126d363fffff,1.71,0.0
2022-02-06T13:49:00.000000,Food delivery,2,41.884425467045965,35.0,45.0,881126d331fffff,881126d335fffff,1.74,0.0
2022-02-06T13:49:00.000000,Food delivery,3,42.041045432672355,25.0,35.0,881126d1ebfffff,881126d117fffff,1.72,0.0
2022-02-06T13:52:00.000000,Food delivery,1,14.494062297107693,20.0,30.0,881126d0a9fffff,881126d0a1fffff,1.78,0.0
2022-02-06T13:58:00.000000,Food delivery,1,71.96262952360121,45.0,55.0,881126d339fffff,881126d345fffff,1.83,0.0
2022-02-06T14:00:00.000000,Food delivery,6,58.23673512603585,20.0,30.0,881126c35bfffff,881126c353fffff,1.84,0.0
2022-02-06T14:05:00.000000,Retail,5,16.052137278722263,35.0,45.0,881126d1c5fffff,881126d1c5fffff,1.86,0.0
2022-02-06T14:09:00.000000,Food delivery,2,45.11012441926296,50.0,60.0,881126d04dfffff,881126d069fffff,1.89,0.0
2022-02-06T14:10:00.000000,Food delivery,2,40.052151523248135,40.0,50.0,881126d331fffff,881126d333fffff,1.9,0.0
2022-02-06T14:14:00.000000,Food delivery,2,41.90367655338011,35.0,45.0,881126d04dfffff,881126d207fffff,1.92,0.0
2022-02-06T14:15:00.000000,Food delivery,1,52.06110844038895,30.0,40.0,881126d339fffff,881126d303fffff,1.91,0.0
2022-02-06T14:23:00.000000,Food delivery,2,42.2165239745362,40.0,50.0,881126d331fffff,881126d305fffff,1.95,0.0
2022-02-06T14:26:00.000000,Food delivery,1,30.61570496800555,30.0,40.0,881126d331fffff,881126d333fffff,1.98,0.0
2022-02-06T14:26:00.000000,Retail,13,24.439218809437172,25.0,35.0,881126d307fffff,881126d33dfffff,2.0,0.0
2022-02-06T14:28:00.000000,Food delivery,2,39.85774417135069,35.0,45.0,881126d331fffff,881126d333fffff,2.04,0.0
2022-02-06T14:28:00.000000,Food delivery,2,22.580980315961764,30.0,40.0,881126d191fffff,881126d0a5fffff,2.02,0.0
2022-02-06T14:30:00.000000,Food delivery,2,13.016598477872035,20.0,30.0,881126d305fffff,881126d30dfffff,2.08,0.0
2022-02-06T14:30:00.000000,Food delivery,3,72.61959191778398,25.0,35.0,881126d339fffff,881126d33dfffff,2.06,0.0
2022-02-06T14:35:00.000000,Food delivery,1,62.48326514457203,55.0,65.0,881126d32bfffff,881126d221fffff,2.08,0.0
